Longitude,Latitude,Mammal,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Mean.Elevation,SD.Elevation
85,35,131,-4.895,144.1216667,36.43722222,9041.599722,185.4508333,-209.3855556,394.8363889,103.6936111,-89.10083333,107.2402778,-124.5744444,140.7113889,39.3925,0.869166667,105.7577778,92.37416667,7.022777778,89.45444444,11.56055556,3973.313473,1668.615007
95,35,167,-14.60888889,144.0205556,37.77972222,8318.635556,160.8736111,-217.9530556,378.8266667,87.53722222,-109.0486111,88.08805556,-124.4816667,295.8372222,71.63888889,1.545833333,103.3886111,189.3016667,6.080555556,189.2875,6.730277778,4099.661522,945.667164
105,35,246,75.85277778,118.9266667,31.79277778,8610.949444,248.8441667,-119.2386111,368.0827778,172.7730556,-40.38805556,181.9313889,-41.24333333,595.7758333,120.5741667,4.3825,86.4125,321.9172222,16.85388889,305.6683333,16.86805556,1966.754665,1167.142424
115,35,170,128.5594929,104.4356093,27.45836935,9647.632094,305.434745,-66.14491501,371.57966,240.3840392,2.344569288,248.3235379,-1.633823106,768.0550274,177.1999424,13.82944396,85.41832325,412.5874388,50.80553155,404.5289542,52.29933737,388.012015,502.8581715
125,35,132,120.1818917,89.86580437,25.12287793,9267.764753,288.1447049,-61.36054972,349.5052546,230.4017785,6.029102668,235.2336297,-2.858528698,1154.830234,252.9094584,26.83912692,77.57396928,608.8916734,92.80840744,590.5481002,95.68310428,179.0318108,234.6626419
135,35,66,133.0781853,84.42471042,26.98166023,7857.200772,290.5839768,-16.56274131,307.1467181,202.3774131,57.0984556,234.6814672,33.68629344,1962.623552,287.0762548,76.94111969,42.33783784,747.9710425,254.2249035,687.0694981,291.5415058,446.9394958,442.8745729
145,35,53,108.4292035,84.62389381,25.88938053,8313.455752,274.6283186,-46.63274336,321.2610619,205.1061947,21.13716814,215.5884956,3.942477876,1478.19469,195.7035398,64.43362832,35.2699115,529.7920354,216.4247788,515.8230088,244.0884956,322.8724696,298.0148719
-175,25,1,228.2,48.4,40.4,2615.8,290.8,171.8,119,210.8,229,261.6,195.6,1073,136.6,38.6,29.6,343.8,151.6,291.6,322,5.666666667,2.908872369
-165,25,2,236.7142857,83.85714286,64.85714286,1547.571429,300.7142857,172.7142857,128,224.8571429,251.4285714,255.1428571,216.4285714,402.7142857,88.28571429,7.857142857,94,202.8571429,31.85714286,41.71428571,160.2857143,72.71084337,93.00171653
-155,25,4,221.7666667,83.15,67.16666667,1350.933333,283.3333333,160.2833333,123.05,209.2,235.4166667,238.15,204.4,1373.933333,184.0833333,54.15,43.06666667,496.4833333,207.2666667,218.95,458.5833333,435.1729826,464.5277728
-115,25,130,215.3891547,153.2950558,56.2599681,4511.76236,353.0414673,82.32854864,270.7129187,240.5725678,218.8883573,275.8405104,160.2073365,181.0287081,46.18022329,0.598086124,86.62838915,108.3955343,4.097288676,97.09888357,46.75119617,299.3132919,267.7842388
-105,25,256,188.508706,160.3741891,56.20655514,4389.653124,325.1662684,38.94776374,286.2185046,230.6510755,162.0573575,239.6756572,128.6643906,553.0194606,132.4882212,6.114373506,89.75486514,340.502902,26.51314442,267.0822806,53.11130079,1424.121453,700.9702384
-95,25,245,217.1433198,121.7165992,46.42995951,4975.860729,340.7497976,76.94008097,263.8097166,257.4299595,168.2340081,274.5643725,148.0744939,906.2947368,157.1506073,31.19595142,53.80809717,371.5384615,113.6396761,299.0315789,129.9862348,351.1405468,578.3855402
-85,25,159,235.7529138,109.9487179,55.73659674,3287.402098,328.9032634,128.2319347,200.6713287,271.006993,206.1107226,273.486014,190.3997669,1271.109557,199.5058275,40.4020979,53.72144522,534.2995338,147.2214452,492.509324,168.8671329,27.13697265,46.2109664
-75,25,36,253.0977444,86.92293233,58.40977444,2014.167293,324.4135338,177.4736842,146.9398496,268.9586466,228.5281955,276.9718045,225.3139098,1149.293233,184.2819549,30.86278195,55.9887218,465.3721805,110.8590226,378.4379699,122.2932331,97.7481762,157.2742803
-15,25,60,234.8011628,128.8563953,51.29651163,4194.728488,365.3145349,113.5924419,251.722093,259.3348837,234.672093,288.5732558,179.4593023,52.5372093,13.61337209,0.027906977,84.53604651,30.23139535,1.466860465,15.01802326,17.25813953,263.3133169,141.4330117
-5,25,57,262.5704362,166.4565157,43.43595443,7307.21367,457.9713809,77.3331481,380.6382328,293.5701584,264.8930258,354.3853848,166.2903584,26.15615449,7.275354265,0.026951931,89.3053626,16.10197277,0.274798555,7.367879967,6.081133648,363.1343251,130.8722104
5,25,40,246.8194444,152.8372222,42.79166667,7152.779722,416.5733333,61.63333333,354.94,238.3913889,257.4833333,332.9152778,149.6927778,23.54888889,6.699166667,0.163333333,76.90777778,13.67222222,1.480277778,7.370555556,4.930555556,613.2946833,310.9378235
15,25,41,224.0075,155.3661111,45.57472222,6507.663056,385.9622222,48.12444444,337.8377778,219.72,233.0458333,297.9805556,132.6980556,13.90805556,3.701666667,0.020833333,63.99472222,7.376944444,0.271666667,3.185277778,4.121944444,608.5117632,287.5624424
25,25,41,225.9880556,161.4202778,48.16611111,6149.415556,384.7380556,52.985,331.7530556,196.5030556,180.2869444,295.9433333,140.5072222,4.293333333,1.583055556,0,38.12944444,3.0025,0.006388889,0.894444444,1.920833333,353.5804361,209.8260692
35,25,96,232.2073171,141.6166777,47.80125247,5668.468359,371.5669084,77.2027027,294.3642057,196.9986816,233.1938036,297.2432432,154.1641397,26.54416612,7.044825313,0.005603164,67.00593276,14.47264338,0.163810152,1.402439024,8.205339486,505.4584733,339.5686057
45,25,72,246.9913619,143.1200691,42.77771379,7105.655341,410.9844515,78.86726173,332.1171897,204.191765,326.4932335,331.3066513,150.8453786,114.0302332,27.51943565,0.099625684,97.48401958,63.21307227,1.376043766,1.714367982,37.64180823,653.9693129,328.2538081
55,25,91,246.1644031,120.1279485,42.15117941,5845.555039,385.340243,102.1143674,283.2258756,188.8452466,302.2544675,316.2383846,167.0007148,104.3624017,28.90886347,0.106504646,107.5639743,70.3466762,1.799142244,2.66154396,61.75518227,528.7123714,653.5847177
65,25,107,236.858006,149.917422,43.56294058,6726.036757,396.4234642,55.25730111,341.1661631,213.2426989,245.1097684,315.9023162,143.1153072,153.1797583,47.4672709,1.125377644,102.0020141,100.6883182,6.448136959,51.4959718,45.03977845,653.6891469,585.566913
75,25,166,258.17151,136.2005698,42.76780627,5419.338746,408.6438746,92.08632479,316.5575499,286.6242165,237.0703704,323.5529915,182.6945869,702.3376068,236.9162393,1.642165242,137.0196581,567.2575499,11.73589744,146.4176638,19.45413105,279.2011959,197.755914
85,25,273,203.3921283,117.6396501,41.54956268,4984.553353,333.9918367,53.12507289,280.8667638,237.9845481,157.5134111,261.0690962,133.7827988,1220.30379,329.5172012,3.062973761,115.7565598,842.5431487,26.67142857,403.0183673,35.15889213,1126.121671,1763.235544
95,25,376,175.0869565,110.7005797,45.86956522,4131.81971,273.0298551,34.00057971,239.0292754,215.6133333,122.1591304,219.2550725,115.5124638,1706.855362,366.2602899,6.60115942,91.10637681,989.5423188,33.62,806.5626087,36.89391304,1532.824028,1596.92615
105,25,357,170.366015,93.02817711,38.45485911,5303.79701,281.1825762,38.27745831,242.9051179,226.6239218,100.2009776,231.6529615,96.40195515,1285.797585,255.1989649,17.05520414,78.96520989,689.7826337,63.32978723,662.1385854,66.7760207,1205.458493,950.2574454
115,25,169,184.62397,78.46441948,28.1576779,6985.555056,319.8576779,42.13932584,277.7183521,228.2771536,110.2644195,269.1011236,90.50973783,1584.369288,265.0430712,39.92022472,56.55205993,712.7516854,146.0093633,581.9505618,179.247191,313.268603,287.7566728
125,25,138,190.2737557,67.28959276,31.58371041,5535.334842,300.158371,75.97058824,224.1877828,236.1606335,135.1832579,258.1515837,117.6493213,2022.542986,321.9660633,65.3800905,50.34162896,837.1628959,225.0452489,762.7828054,254.5723982,473.2363682,636.5776469
135,25,3,226,57,31.8,4232.2,312.4,135,177.4,255.4,174,278.8,171.4,2163,289.8,111.2,29,700.4,367,588.8,368.6,17.03370787,19.42494263
145,25,1,238.1428571,46.14285714,34.42857143,3256.428571,300.6428571,165.5714286,135.0714286,272.6428571,194.7857143,276.1428571,193.9285714,1372.928571,167.3571429,55.57142857,30.35714286,456.7857143,203.1428571,421.5,204.2857143,54.04972376,83.60484278
155,25,0,256,47,41,2445,307,193,114,282,227,282,221,1006,162,41,44,387,149,387,170,5.333333333,3.214550254
-165,15,0,262,45,65,860,296,227,69,262,266,271,250,636,97,26,38,247,81,132,148,7.6,2.302172887
-155,15,3,182.6046512,87.95348837,72.41860465,1090.395349,242.7906977,122.1395349,120.6511628,173.627907,189.5813953,196.3023256,168.8604651,1850.534884,215.4418605,86.27906977,25.1627907,583.1860465,339.8837209,382.3953488,536.3023256,1250.986984,936.0422369
-115,15,1,242,58.77777778,41.11111111,2815.888889,306,164.5555556,141.4444444,280.5555556,227.8888889,280.5555556,207.4444444,253.8888889,64.11111111,0,101,165.1111111,1.222222222,165.1111111,18.33333333,182.5781818,225.4071828
-105,15,176,227.7774869,140.104712,68.28795812,1562.565445,328.1151832,123.1832461,204.9319372,234.526178,223.8612565,246.8534031,206.4031414,1066.15445,252.486911,3.654450262,105.6649215,683.9136126,16.33246073,334.9895288,37.80628272,1126.096074,759.4864191
-95,15,318,225.4106762,126.2661922,67.94234875,1587.393594,316.2099644,131.944484,184.2654804,233.7537367,215.9160142,243.1046263,202.833452,1615.088256,308.655516,23.84341637,82.13736655,813.7330961,84.93736655,398.5672598,136.0676157,932.9278475,905.9576729
-85,15,255,247.6756955,97.78623719,68.91434846,1223.663982,319.1522694,178.0614934,141.090776,252.0380673,245.2869693,261.0944363,230.2928258,1978.381406,324.6310395,38.1852123,62.21156662,849.1163982,138.3499268,452.0541728,326.5636896,354.5133201,408.9534683
-75,15,252,251.4241002,99.04068858,75.55555556,928.2206573,314.5805947,184.1502347,130.4303599,255.28482,241.0829421,261.5805947,238.1236307,1221.890454,206.7230047,28.02503912,61.02816901,505.2159624,102.0203443,334.8231612,153.8763693,413.2827344,592.8217938
-65,15,246,254.1578947,87.85150376,75.29699248,850.8703008,310.2744361,194.7030075,115.5714286,257.5770677,245.7030075,262.7894737,241.7932331,1312.800752,184.5639098,40.19172932,47.03571429,502.1503759,142.4135338,373.2161654,202.3853383,315.1891518,359.1408025
-55,15,9,257,86.5,76,863.5,308.5,195.25,113.25,261.5,249.5,264.75,243.75,1327.25,183,41,46.75,530.5,143.25,428,225.25,91.00823723,82.23825323
-25,15,3,229.02,57.14,55.22,1595.44,279.58,177.72,101.86,250.1,216.78,250.1,209.1,209.24,90.48,0,156.16,175.4,0.06,175.4,5.62,314.2588078,420.4080103
-15,15,208,276.2199224,139.2656317,57.78870203,2761.282018,390.702458,149.8231997,240.8792583,286.0202674,262.4010349,309.4519189,239.0577835,730.894351,219.2414834,0.191461837,132.2953859,539.0918499,1.399741268,91.82492454,74.86330315,167.408161,189.3733227
-5,15,181,281.6380556,146.7811111,55.78277778,3382.458611,406.9141667,143.0597222,263.8544444,291.345,253.8583333,322.3894444,235.8722222,498.1630556,148.0380556,0.220555556,128.4727778,354.6380556,1.72,74.26333333,52.67722222,307.8127722,59.05875679
5,15,181,278.4855556,144.6658333,54.99166667,3533.822778,400.6525,137.4472222,263.2052778,289.8119444,243.2966667,320.5975,229.9852778,417.1955556,130.8916667,0.01,141.2402778,306.2175,0.423055556,66.57027778,54.04833333,406.1203903,157.7611973
15,15,148,275.4719444,153.8433333,55.14527778,3815.678889,406.2352778,128.0366667,278.1986111,294.1947222,237.7788889,319.3872222,222.2441667,277.3144444,101.4769444,0.001944444,153.895,217.5180556,0.035555556,37.61277778,16.48333333,380.7859153,119.784907
25,15,130,263.0855556,164.5811111,59.03138889,3385.094722,392.7675,115.2980556,277.4694444,280.0241667,227.1008333,301.7230556,214.775,274.0358333,97.05722222,0.004444444,153.9311111,215.4988889,0.022777778,44.40305556,3.265277778,619.7279021,199.0851708
35,15,207,264.0115316,151.3290952,62.210822,2785.878474,384.9470727,140.6472501,244.2998226,271.9399763,237.7927262,296.8418096,226.1564163,448.6774098,130.1099941,1.640153755,133.7569486,310.7235364,6.984033116,67.39828504,144.5990538,756.3543809,624.4746946
45,15,170,248.785503,123.6845414,54.6068787,3632.239645,360.3365385,134.1619822,226.1745562,249.3435651,248.862426,293.0835799,201.6823225,144.0255178,34.96005917,1.524778107,85.78143491,75.5691568,10.16087278,38.03513314,25.21893491,854.7414224,564.5614672
55,15,65,256.9322519,115.3444656,50.90076336,3688.611641,366.773855,140.0305344,226.7433206,236.1908397,276.6040076,298.6211832,205.3473282,57.38167939,13.43225191,0.345419847,86.92938931,31.40076336,2.520992366,5.226145038,20.14312977,395.1576258,276.1966671
75,15,140,263.9496973,108.2794597,52.78761062,2537.904052,371.6530042,164.4406148,207.2123894,259.2780624,248.0843037,299.0712622,232.0055892,1195.237541,352.215184,2.479739171,102.1020028,803.7070331,13.80158361,182.2780624,199.2445272,450.6717901,269.924188
85,15,91,265.9364548,98.19230769,44.36789298,3231.30602,374.3628763,154.5401338,219.8227425,269.819398,228.2959866,308.0618729,222.0986622,1251.202341,315.7140468,3.886287625,104.3411371,798.9565217,18.41973244,241.7625418,52.81939799,295.7185344,283.5375536
95,15,248,258.1533382,101.4578136,53.74468085,1796.214967,349.8231842,158.9354365,190.8877476,260.2208364,240.4636831,279.5627293,232.8672047,2287.819516,486.6236244,6.705062362,90.39251651,1343.118855,32.86867205,427.9779897,91.58694057,325.529406,355.1062927
105,15,284,254.5380636,95.81670362,55.52475979,1983.767184,333.9878049,160.8861789,173.101626,262.2058389,229.6966001,276.5898004,225.7542498,1724.339985,356.6123429,8.472283814,83.03917221,926.5816704,43.23614191,461.8233555,79.25092387,300.3542462,334.7678576
115,15,143,259.975,73.95,60.15,1840.675,324.0583333,193.2,130.8583333,267.325,237.75,280.95,234.7583333,2100.208333,417.6833333,16.5,75.45,1085.591667,68.25,465.45,471.1416667,94.4198808,131.1559099
125,15,150,261.6459054,78.72202999,70.41291811,975.7301038,319.6747405,207.5340254,112.1407151,259.200692,257.2387543,272.9469435,247.7474048,2610.720877,441.9584775,62.87773933,58.17070358,1170.176471,226.627451,550.6516724,492.1372549,292.4439969,380.1286853
145,15,6,263.4137931,53,69.4137931,778.9655172,300.7931034,224.2413793,76.55172414,268.7931034,255,270.8965517,251.4482759,2027.413793,314.7931034,74.89655172,49.44827586,878.5172414,258.1034483,563.6551724,270.9310345,101.1719972,115.1771916
165,15,2,275.4615385,48,78.69230769,448,306.8461538,245.5384615,61.30769231,279.7692308,269.3076923,280.2307692,269,1653.230769,243.3846154,44.38461538,48.15384615,654.1538462,161.0769231,601.0769231,183.2307692,3.985294118,2.518544042
175,15,2,274,48,85,266,303,247,56,275,270,277,270,2410,290,91,30,810,330,794,405,7,2.529822128
-175,5,0,284,54.5,92,105.5,315,256,59,283,284,284.5,282.5,1355,146,80.5,17.5,393.5,273,308,317,2.25,2.62995564
-165,5,2,273.5,71,90,115,313.5,235,78.5,273,274,274.5,272,3682,395.5,209,19,1122,722.5,794,998,1.133333333,0.937102406
-155,5,2,275.0833333,67.33333333,88.91666667,180.0833333,313.8333333,238.4166667,75.41666667,275.1666667,275.4166667,276.9166667,272.5,1202.666667,214,34.66666667,63.41666667,529.25,127.5,255.8333333,276.75,1.295292439,0.663189765
-95,5,2,237.4545455,72.81818182,63.81818182,1329.454545,300.6363636,187.5454545,113.0909091,246,229.6363636,255.3636364,221.5454545,762.6363636,95.90909091,38.90909091,29.54545455,261.4545455,134.7272727,233.7272727,180.7272727,323.0748092,407.2642586
-85,5,244,244.2939068,94.21505376,76.1218638,638.655914,309.7741935,186.5519713,123.2222222,240.2616487,244.8709677,252.9713262,236.5232975,2854.125448,462.9103943,48.45878136,58.97132616,1191.003584,186.4516129,506.9605735,833.8207885,528.8910476,647.0402391
-75,5,464,239.2466079,94.54918589,81.57937585,515.756445,300.297829,184.4911805,115.8066486,235.3802578,241.3449796,245.3514247,232.0963365,2570.559023,344.401289,74.47014925,44.16994573,936.828019,286.9620081,467.8883989,805.183175,698.5839971,913.5829661
-65,5,331,260.1879213,101.5266854,82.03286517,538.7202247,325.511236,201.8547753,123.6564607,254.5952247,261.552809,266.3258427,252.8963483,2241.267978,343.8547753,64.26544944,54.94747191,955.4429775,230.9421348,364.3820225,781.9511236,263.3804431,305.8939497
-55,5,246,260.6294707,89.26657129,78.07629948,589.0767763,324.9561278,211.2350978,113.72103,256.9322842,267.9117787,268.6566524,253.6437768,2298.661421,373.0381497,60.39484979,52.83166428,978.0071531,220.5855985,240.3481164,691.1483071,186.4392792,139.5913721
-45,5,168,269.1875,74.875,77.3125,608.5625,325.6875,229.5625,96.125,262.8125,277.1875,277.1875,261.375,2940.6875,488.4375,14.5625,72.5625,1386.125,76.3125,77.375,1342.375,9.272292994,7.471964102
-15,5,204,260.9672544,108.8186398,68.28967254,1111.556675,344.906801,184.0302267,160.8765743,249.4307305,259.8060453,275.7052897,247.6675063,2804.949622,573.6574307,11.4559194,81.99748111,1505.528967,67.71536524,308.4206549,1335.79597,231.1743049,198.5231746
-5,5,264,261.4298963,107.2242226,70.12547736,1117.651391,341.8756137,188.8265139,153.0490998,255.6001091,262.3060556,276.0971086,247.193126,1536.111839,280.9754501,18.20785597,64.92853246,674.9023459,94.88216039,288.7348609,491.67485,258.0488121,155.8356206
5,5,345,263.9086909,101.5731573,69.08470847,1249.691969,342.9741474,194.9031903,148.0709571,251.0533553,265.6573157,280.8487349,248.1512651,1628.708471,290.010451,11.39878988,73.63091309,757.869637,54.559956,254.0363036,692.4510451,235.6024789,234.3577955
15,5,352,247.735,115.3177778,72.22138889,1023.298611,331.2144444,168.0194444,163.195,240.5405556,243.8563889,261.79,236.4286111,1512.675833,263.2472222,19.66916667,68.87833333,695.7613889,84.99555556,315.2619444,441.7111111,545.5181507,247.1222446
25,5,348,251.3613889,124.4663889,74.14527778,925.2675,339.1236111,168.1466667,170.9769444,244.2816667,249.135,264.1980556,240.8672222,1479.621111,225.1913889,27.91833333,61.57138889,616.8361111,107.4683333,289.2169444,396.4577778,582.3144563,175.679321
35,5,456,236.2513889,133.2194444,76.75166667,1011.484167,329.6630556,156.5280556,173.135,231.3694444,235.8775,250.0258333,223.8533333,922.7913889,168.2525,12.25222222,72.33722222,420.5961111,53.26916667,153.5783333,318.1791667,1027.547786,640.8421673
45,5,214,259.1902038,131.1387201,73.03289238,1199.93779,349.3350018,170.6499821,178.6850197,268.7912049,251.0343225,272.9531641,243.1444405,360.317483,94.20664998,1.604218806,107.6843046,186.116911,11.35788345,137.6818019,27.4855202,588.504728,456.8920936
55,5,33,275.9574468,126.4680851,64.53191489,2438.87234,373.787234,179.0425532,194.7446809,284.5744681,292.8723404,300.5531915,241.8510638,104.0425532,32.59574468,0,113.4255319,60.17021277,1.914893617,33.46808511,6.489361702,326.0141406,133.89818
75,5,115,274.8865546,70.02941176,63.69747899,1198.457983,331.3487395,221.0042017,110.3445378,266.8739496,273.9159664,289.4159664,258.9201681,1545.117647,291.3613445,28.05042017,70.27310924,716.2605042,118.789916,303.4663866,460.3151261,183.7355986,301.369026
85,5,92,265.647619,74.02380952,67.94761905,1111.495238,320.9666667,212.5571429,108.4095238,255.7238095,273.0666667,277.4428571,249.6428571,1856.628571,344.9666667,40.91428571,67.08095238,871.2809524,182.9095238,337.947619,607.8857143,184.7529912,311.3921032
95,5,255,253.0563584,90.5982659,81.32514451,484.9552023,311.4378613,200.533237,110.9046243,249.466763,252.9306358,259.1228324,246.6936416,2602.83815,340.9768786,103.2861272,37.16184971,943.3815029,363.7716763,594.4898844,681.8482659,435.4275524,549.0003133
105,5,304,263.4532578,87.4891407,83.42587347,489.2700661,317.6326723,213.4447592,104.1879131,259.7497639,263.223796,269.0585458,256.4249292,2523.346553,360.7261568,111.3163362,37.82813975,953.3021719,385.0566572,566.2162417,746.7488196,136.6247742,249.3334968
115,5,299,253.0627986,77.34129693,88.96518771,289.3372014,298.1044369,211.4539249,86.65051195,251.443686,252.7713311,256.0498294,249.0211604,3006.71058,339.9201365,170.2969283,21.10443686,933.9535836,565.0382253,727.5235495,798.6354949,350.9194135,384.1807995
125,5,206,256.4381625,86.6631331,84.48292108,399.2438163,309.9375736,207.8881037,102.04947,254.532391,256.623086,260.5347468,251.1283863,2377.153121,306.0706714,109.6018846,30.7844523,831.3133098,368.0129564,517.9187279,634.5865724,376.6417343,381.4513909
135,5,10,273.4210526,69.31578947,87.63157895,266.5263158,314.1052632,235.4210526,78.68421053,273.3157895,273.6842105,276.4210526,270,3258.421053,379.4210526,175.6842105,23,1051.421053,559,793.4736842,714.4736842,39.85433071,37.04734391
145,5,2,274.5,64.75,90,184,311,239.5,71.5,274,272.75,276.75,272.25,2956.5,332,145,24.5,941,478.75,791.5,629,4.571428571,5.556898495
155,5,5,272.8888889,65.11111111,86.66666667,127.1666667,309,234.1666667,74.83333333,271.8888889,272.6666667,273.7777778,270.7777778,4183.277778,420.8888889,228.3333333,16.33333333,1199.222222,809.2777778,1009.166667,1177.388889,103.936407,149.1731961
165,5,3,275.3913043,52.52173913,90,127.4347826,305.6956522,247.6086957,58.08695652,275.3043478,274.7826087,276.6521739,273.6086957,3657.086957,379.1304348,208.4347826,17.82608696,1056.608696,714.5217391,940.7826087,822.3043478,45.29545455,81.99154071
175,5,2,277.7954545,51.86363636,91.15909091,131.8636364,307.2727273,250.6590909,56.61363636,277.3409091,277.1590909,278.8181818,275.7727273,2506.454545,280.5454545,133.4318182,22.47727273,781.4090909,446,602,641.5454545,4.611214953,2.91230526
-175,-5,2,284.9285714,58.28571429,89.57142857,131.7857143,318.2857143,253.5714286,64.71428571,285.2142857,284.7142857,286,283,893.5,114.5714286,31.71428571,37.28571429,308.7142857,123.5,287.9285714,188.7857143,3.033333333,1.51703677
-165,-5,1,278.5,60.5,87.5,191,313,244.5,68.5,278.5,278.5,280,275,1864,261.5,88.5,38,709,285.5,504,380.5,3.222222222,1.855921454
-155,-5,2,281.625,57.25,85.875,269.375,315.875,249.75,66.125,281,279.125,285,278.625,1690.75,216.75,84,30.375,598.25,286.75,444.875,372.75,4.926829268,1.409398963
-95,-5,7,231.7115385,68.23076923,58.25,1554.653846,298.7884615,182.5,116.2884615,251.1153846,219.3269231,253.0384615,212.9038462,538.2307692,87.36538462,24.73076923,52.78846154,230.7884615,80.05769231,222.6923077,91.51923077,255.7331698,297.8943168
-85,-5,144,237.5526316,101.7017544,70.17105263,1553.828947,312.6973684,167.7149123,144.9824561,256.9254386,224.0394737,257.6842105,218.9561404,365.2719298,107.245614,2.333333333,139.2938596,251.2368421,9.942982456,239.8596491,13.42982456,178.5218871,214.5288567
-75,-5,444,235.4605939,105.0845231,82.22729869,543.8946316,297.9360366,170.4249001,127.5111365,236.7030268,230.9845802,241.064249,227.4685894,2162.009138,258.4211879,101.9011993,35.04911479,721.1364934,344.0799543,561.7155911,429.9714449,656.5541763,1001.551422
-65,-5,310,261.1691667,97.6125,81.11555556,405.0175,321.6725,200.9177778,120.7547222,259.4891667,259.6294444,265.6555556,255.5141667,2525.378611,329.7947222,89.43277778,41.15583333,929.4305556,306.2727778,494.8886111,566.6372222,96.66188056,45.72313374
-55,-5,284,259.9086111,106.6769444,76.68555556,461.9866667,332.5277778,192.2641667,140.2636111,255.8272222,261.0497222,265.7405556,254.6102778,2160.756667,339.1077778,38.63472222,59.44916667,947.7088889,145.47,311.1969444,716.4661111,184.9221296,121.1796547
-45,-5,245,262.305438,110.6629762,77.37935526,622.1957017,335.6926083,192.3712146,143.3213937,259.0315858,262.5503093,270.3793553,254.7785738,1499.704005,287.0237708,12.34190817,81.66688375,776.0634972,49.73721915,130.7385217,493.4295018,236.7209999,173.1094931
-35,-5,165,247.6955684,95.45953757,72.8044316,1176.964355,314.7707129,184.1830443,130.5876686,247.955684,247.9720617,260.0703276,230.4373796,815.9788054,176.9248555,8.760115607,85.82466281,455.9219653,34.64932563,156.5211946,186.2899807,326.1209878,208.7849383
-15,-5,0,252.5,30,44.5,1205.5,289,222.5,66.5,262.5,248,268,238,195,35.5,7.5,45,73.5,24.5,66,48,148.9133858,152.431719
5,-5,121,256.8764045,76.33707865,65.12359551,1225.910112,313.3820225,197.2134831,116.1685393,260.988764,237.6629213,269.0674157,237.6629213,2076.752809,382.4719101,1.730337079,70.74157303,878.8764045,15.34831461,745.5842697,15.34831461,44.23804104,34.99286432
15,-5,287,241.1235585,101.4958814,72.67413509,962.5914333,305.585832,165.8892916,139.6965404,245.2075783,226.7314662,250.5113674,226.5186161,1505.990445,240.8701812,11.58023064,64.1291598,608.5943987,59.70378913,514.8418451,69.14662273,528.804323,290.0476925
25,-5,381,235.5672222,113.0330556,78.56805556,561.4466667,305.0594444,159.5216667,145.5377778,234.7991667,228.8116667,241.4497222,227.9761111,1513.9425,216.3877778,27.68472222,55.67888889,591.6916667,116.9788889,378.5319444,153.3522222,795.7031236,379.1042794
35,-5,440,222.8328112,113.4417545,71.05183708,1178.316719,300.839362,141.8809456,158.9584164,228.1569353,208.0552549,235.9504415,205.9379094,969.9541441,195.6602108,9.043577328,82.79549986,485.4656793,37.48419254,264.6721732,52.35773284,1077.51243,516.0563975
45,-5,153,273.4924623,88.73366834,70.24623116,1149.773869,336.8492462,211.8643216,124.9849246,275.1005025,279,287.1055276,257.3316583,550.8492462,128.8743719,4.371859296,78.75879397,281.7085427,32.98492462,125.2512563,122.6884422,59.22169445,43.14536099
55,-5,2,262.2,44.6,65.8,712.6,299.0333333,231.7666667,67.26666667,264.5,254.2333333,270.5333333,252.3333333,1844.833333,313,63.3,48.63333333,787.2,208.7666667,485.8,239.8333333,103.5592417,153.1296783
75,-5,2,274.2,49,73.06666667,508.1333333,309.6666667,243.0666667,66.6,273.8,273.6666667,280.8,267.6,2447.666667,295.7333333,137.0666667,23.46666667,777.6666667,443.8,537,580.2666667,2.186206897,2.486033786
95,-5,156,267.9807692,91.59615385,89.48076923,272.2115385,319.1346154,217.3076923,101.8269231,265.1923077,268.5769231,271.6923077,264.8461538,3587.442308,434.3846154,208.1923077,24.90384615,1224.461538,665.7884615,783.5961538,1035.980769,59.4446791,56.68020555
105,-5,278,259.3912685,89.02718287,86.64003295,325.8830313,311.330313,209.0551895,102.2751236,256.84514,258.2166392,262.7660626,255.0963756,2733.637562,351.9126853,118.3970346,34.47281713,962.383855,391.3377265,669.7149918,769.9357496,238.7090221,388.805731
115,-5,314,256.3667732,86.4057508,82.87923323,416.9955272,309.5827476,204.8517572,104.7309904,255.6952077,254.6779553,260.1763578,250.4134185,2466.44345,332.0108626,98.2971246,42.10607029,908.1252396,331.0095847,576.9303514,557.6198083,212.5423541,350.8402091
125,-5,230,253.4026217,78.70318352,76.17322097,601.6367041,305.8539326,202.8164794,103.0374532,254.082397,250.6423221,259.5074906,244.5205993,1892.236891,272.7986891,61.65730337,45.95224719,735.338015,224.8426966,443.7546816,412.2509363,450.1237935,469.3773522
135,-5,205,250.7790614,78.28158845,82.15812274,584.0368231,299.8909747,205.0368231,94.85415162,252.33213,247.9768953,255.8577617,241.7364621,2901.472924,325.5566787,169.9191336,22.77906137,912.2909747,547.2447653,742.7877256,649.1458484,471.710591,795.2629177
145,-5,235,241.6173438,89.40388114,83.38265616,555.1394785,297.1631292,190.3353548,106.8277744,244.2437841,236.1928441,247.0187993,233.2941176,3012.564585,357.6858702,153.6482717,30.41297756,1001.628866,510.3529412,844.9260158,571.2031534,590.3059446,798.7017992
