Plot,X,Y,Elevation,Temp_annual,Temp_jan,Temp_july,Precipitation,pH,C_N,Acer campestre
BPL03,946784,2414530,329,9.1,0.4,17.6,1043,4.9,13,0
BPL04,960019,2453642,287,9.0,0.3,17.5,880,4.8,11,0
BPL05,955371,2446149,255,8.9,0.2,17.4,868,5.1,17,0
BPL06,952550,2467297,325,9.2,0.6,17.8,872,5.6,11,0
BPL07,947667,2417529,312,9.1,0.4,17.6,1006,5.3,12,0
BPL08,949424,2419776,280,9.0,0.4,17.6,991,5.2,12,0
BPL09,951263,2425023,275,9.1,0.3,17.7,928,5.2,12,0
BPL10,950844,2465600,278,9.3,0.6,18.0,860,6.9,14,1
BPL11,944688,2426166,320,8.9,0.2,17.4,931,5.9,12,0
BPL13,944688,2426166,305,8.9,0.2,17.4,931,7.1,11,1
BPL15,930351,2393564,350,9.0,0.4,17.5,936,5.6,11,0
BPL16,934832,2415811,313,8.9,0.5,17.3,920,6.6,12,0
BPL17,951011,2453040,297,9.1,0.3,17.6,876,5.0,17,1
BPL18,948913,2444790,326,8.9,0.2,17.3,898,5.3,12,0
BPL19,942182,2424296,317,8.9,0.4,17.4,929,6.8,11,0
BPL20,929948,2402718,296,9.1,0.6,17.5,872,6.1,13,0
BPL21,946762,2454302,220,9.3,0.5,17.9,840,5.8,14,0
BPL22,937523,2411928,352,8.9,0.4,17.3,997,4.5,16,0
BPL23,946762,2454302,240,9.3,0.5,17.9,840,4.4,17,0
BPL24,932403,2394235,296,9.0,0.4,17.5,933,4.4,17,0
BPL25,950025,2458422,207,9.3,0.6,17.9,841,6.2,15,1
BPL26,971972,2415713,327,9.6,0.7,18.7,770,5.7,12,0
BPL27,937523,2411928,310,8.9,0.4,17.3,997,5.2,14,0
BPL29,946762,2454302,245,9.3,0.5,17.9,840,5.9,12,0
BPL30,948170,2418578,272,9.1,0.3,17.6,989,5.3,15,0
BPL31,939401,2412548,318,8.9,0.4,17.3,1003,3.2,25,0
BPR01,1030617,2456851,103,,-1.0,,,8.1,15,0
BPR02,1025204,2450215,103,9.8,0.6,18.9,798,8.3,13,0
BPR03,1027920,2453946,108,9.6,0.5,18.7,766,7.8,12,1
BPR04,1027926,2453980,138,9.6,0.5,18.7,766,7.9,11,1
BPR05,1018634,2437619,111,10.1,0.8,19.3,860,7.5,12,0
BPR06,1003324,2415801,139,9.9,1.0,18.8,791,8.1,11,0
BPR07,1007303,2421861,130,10.0,1.0,19.0,825,8.1,11,0
BPR08,1017943,2438224,113,10.1,0.8,19.3,849,8.0,11,0
BPR09,1004958,2419312,131,9.9,0.9,18.8,828,8.0,11,0
BPR10,1003351,2418227,138,10.0,1.0,18.9,769,8.1,10,1
BPR11,1003801,2418020,131,9.9,1.0,18.8,810,8.2,11,0
BPR12,1007029,2421612,137,10.0,1.0,19.0,825,8.2,13,0
BPR13,1014560,2434268,122,10.1,0.8,19.3,869,6.8,18,0
BPR14,1018320,2445554,110,10.1,0.8,19.3,791,6.2,11,0
BPR15,1027817,2454067,140,9.6,0.5,18.7,766,6.3,12,0
BPR16,1016184,2442016,109,10.1,0.8,19.4,813,6.3,10,0
BPR17,1018234,2445324,113,10.1,0.8,19.4,799,4.3,12,0
BPR18,1012411,2436588,126,10.2,0.9,19.4,810,4.9,14,0
BPR19,1015136,2440384,114,10.2,0.9,19.4,815,5.3,12,1
BPR20,1007799,2426252,129,10.1,1.0,19.1,806,5.8,11,0
BPR21,1016094,2441830,126,10.1,0.8,19.4,813,4.4,14,0
BPR22,1014970,2441565,129,10.1,0.9,19.4,812,4.8,10,1
BPR23,1015674,2442346,146,10.1,0.8,19.4,813,4.2,17,0
BPR24,1021142,2446842,113,10.1,0.8,19.3,772,4.2,19,0
BPR25,1021292,2447584,120,10.1,0.8,19.3,772,4.3,16,0
BPR26,1021057,2447377,121,10.1,0.8,19.3,772,4.5,17,0
BPR27,1012493,2436149,126,10.2,0.9,19.4,812,4.4,15,0
Bre002,512490,2197430,102,11.3,3.9,19.3,688,4.8,14,0
Bre006,526885,2208215,125,11.0,3.6,19.0,709,4.0,22,0
Bre012,522950,2201835,101,11.1,3.7,19.2,697,4.5,13,0
Bre013,522950,2201835,110,11.1,3.7,19.2,697,5.2,12,0
Bre014,526125,2216515,113,11.1,3.6,19.0,715,4.8,9,0
Bre015,518660,2189380,114,11.2,3.9,19.3,687,4.8,12,0
Bre018,501900,2195470,100,11.2,3.9,19.2,718,5.5,15,0
Bre030,522950,2201835,108,11.1,3.7,19.2,697,6.0,15,0
Bre031,522950,2201835,110,11.1,3.7,19.2,697,5.6,14,0
Bre033,524360,2201130,115,11.1,3.7,19.1,698,4.3,20,1
Bre035,522235,2201160,105,11.1,3.7,19.2,698,4.7,20,0
Bre036,522235,2201160,110,11.1,3.7,19.2,698,4.8,17,0
Bre037,522235,2201160,110,11.1,3.7,19.2,698,4.8,20,0
Bre038,522950,2201835,110,11.1,3.7,19.2,697,5.6,11,0
Bre041,520910,2200750,108,11.1,3.8,19.2,697,4.3,22,0
Bre042,522235,2201160,110,11.1,3.7,19.2,698,5.0,19,0
Bre044,522235,2201160,100,11.1,3.7,19.2,698,4.3,19,0
Bre047,522950,2201835,100,11.1,3.7,19.2,697,5.4,14,0
Bre048,520855,2200730,102,11.1,3.8,19.2,697,4.7,17,0
Bre056,523325,2200885,105,11.1,3.7,19.2,697,4.5,20,0
Bre059,524360,2201130,139,11.1,3.7,19.1,698,4.6,18,0
Bre062,521200,2175880,152,11.2,3.9,19.2,730,4.4,18,0
Bre063,520750,2175265,152,11.2,3.9,19.2,735,4.5,19,0
Bre064,521200,2175880,152,11.2,3.9,19.2,730,5.2,13,0
Bre065,521200,2175880,152,11.2,3.9,19.2,730,4.2,22,0
Bre080,521195,2179275,130,11.2,3.9,19.3,716,7.7,16,0
Bre083,505115,2174230,110,11.5,4.1,19.5,724,6.9,5,0
Bre099,524360,2201130,120,11.1,3.7,19.1,698,5.2,18,0
Bre103,522235,2201160,95,11.1,3.7,19.2,698,6.6,11,1
Bre106,524780,2201870,106,11.1,3.7,19.2,698,7.1,23,1
Bre116,525070,2208310,123,11.0,3.6,19.0,709,6.5,12,0
Bre126,521715,2206550,103,11.1,3.7,19.1,706,8.0,12,0
CAP03,444375,2064925,160,11.5,4.3,19.0,900,4.2,20,0
CAP04,444375,2064925,160,11.5,4.3,19.0,900,4.3,,0
CAP06,438075,2058950,141,11.5,4.4,19.3,869,4.2,12,0
CAP08,448175,2060150,210,11.5,4.3,19.3,876,4.2,15,0
CAP09,452950,2062525,154,11.7,4.3,19.7,865,5.2,20,0
CAP13,442500,2061480,195,11.4,4.3,19.1,879,4.5,14,0
CAP19,443325,2042650,185,11.7,4.4,19.7,825,4.5,18,0
CAP20,447675,2062625,183,11.5,4.3,19.1,884,4.4,14,0
CAP22,448875,2063800,162,11.5,4.3,19.2,886,5.6,11,0
CAP46,432500,2065075,124,11.7,4.6,19.4,843,7.6,13,0
CAP55,454575,2064250,142,11.7,4.2,19.8,855,7.2,11,0
CBA01,370616,1819176,135,13.2,6.7,20.4,1148,7.2,,0
CBA02,358611,1827961,100,13.4,6.6,20.8,1121,5.5,13,0
CBA03,358611,1827961,100,13.4,6.6,20.8,1121,7.0,12,0
CBA04,369615,1819428,135,13.3,6.8,20.4,1153,7.3,13,0
CBA05,364613,1823443,100,13.5,6.8,20.8,1134,7.7,9,0
CBA06,303550,1842089,2,13.7,7.5,20.6,1402,5.5,10,0
CBA08,303550,1842089,2,13.7,7.5,20.6,1402,5.6,13,0
CBA09,314577,1847073,5,13.7,7.1,20.8,1346,5.6,14,0
CBA10,314581,1849076,3,13.6,7.1,20.8,1348,6.8,12,0
CBA11,311585,1853088,1,13.5,7.0,20.6,1350,4.2,13,0
CBA12,323608,1856069,5,13.6,6.9,20.9,1259,6.2,13,0
CBA13,369097,1809412,158,12.7,6.4,19.8,1296,6.4,15,1
CBA14,322615,1860076,3,13.6,6.9,20.9,1255,5.9,23,0
CBA15,346665,1868843,20,13.1,6.2,20.4,1041,6.0,17,0
CBA16,342632,1854029,25,13.4,6.7,20.8,1080,6.3,19,1
CBA17,369097,1809412,158,12.7,6.4,19.8,1296,6.4,14,1
CBA18,346587,1825979,120,13.3,6.6,20.8,1216,5.7,14,1
CBA19,330622,1858058,15,13.6,6.8,20.9,1170,5.6,20,0
CBA20,346665,1868843,20,13.1,6.2,20.4,1041,5.2,10,0
CBA21,367597,1810917,200,12.8,6.5,20.0,1272,5.6,17,1
CBA22,342632,1854029,24,13.4,6.7,20.8,1080,5.8,18,0
CBA23,330622,1858058,20,13.6,6.8,20.9,1170,5.3,9,1
CBA24,372615,1816418,154,13.0,6.6,20.2,1175,6.2,15,1
CBA25,372615,1816418,154,13.0,6.6,20.2,1175,5.0,18,0
CBA26,372615,1816418,155,13.0,6.6,20.2,1175,5.0,17,1
CBA27,346665,1868843,20,13.1,6.2,20.4,1041,5.2,19,0
CBA28,350582,1819461,160,13.3,6.6,20.8,1245,4.2,18,0
CBA29,381634,1818908,210,12.7,6.3,19.8,1159,4.9,17,0
CBA30,369628,1827441,150,12.7,6.1,20.0,1147,4.8,19,1
CBA31,346625,1847012,66,13.2,6.5,20.6,1102,5.6,18,0
CBA32,381634,1818908,210,12.7,6.3,19.8,1159,4.2,18,0
CBA33,335588,1836015,32,13.5,6.7,20.7,1184,4.5,17,1
CBA34,335588,1836015,32,13.5,6.7,20.7,1184,4.4,23,0
CBA35,381634,1818908,214,12.7,6.3,19.8,1159,3.6,13,0
CBA36,334068,1827003,90,13.6,7.0,20.8,1223,6.3,13,1
CBA37,308572,1849089,20,13.4,7.0,20.3,1407,6.1,15,0
CBA38,344611,1841006,135,13.3,6.6,20.6,1146,5.3,14,1
CBA39,372692,1863992,70,12.9,6.0,20.5,972,5.6,,0
CBA40,334387,1836518,55,13.5,6.7,20.7,1197,4.2,13,0
CBA41,334387,1836518,55,13.5,6.7,20.7,1197,3.9,16,0
CBA42,335607,1846031,70,13.5,6.7,20.7,1171,4.0,,0
CBA43,344553,1808953,200,13.1,6.9,20.3,1296,6.0,21,1
CBA44,344575,1820974,135,13.5,6.9,20.9,1216,4.3,,1
CBA45,321609,1858075,10,13.6,6.9,20.9,1269,7.0,10,1
CBA46,350633,1848006,50,13.1,6.3,20.5,1085,7.4,13,1
CBA47,369097,1809412,195,12.7,6.4,19.8,1296,7.2,15,1
CBA48,321609,1858075,20,13.6,6.9,20.9,1269,7.3,15,1
CBA49,323591,1847055,70,13.5,6.8,20.5,1311,7.0,17,1
CBA50,369097,1809412,220,12.7,6.4,19.8,1296,7.0,20,1
CBA51,367597,1810917,255,12.8,6.5,20.0,1272,6.2,15,1
CBA52,379870,1811899,275,12.5,6.2,19.6,1211,5.6,21,1
CBA53,346587,1825979,130,13.3,6.6,20.8,1216,6.1,14,1
CBA54,329567,1830017,95,13.5,6.7,20.6,1198,5.9,18,1
CBA55,344553,1808953,215,13.1,6.9,20.3,1296,7.4,14,1
CBA56,334387,1836518,55,13.5,6.7,20.7,1197,5.2,18,0
CBA57,338563,1819983,170,13.5,6.9,20.8,1223,5.4,19,0
CBA58,318044,1828036,115,13.5,7.1,20.6,1256,5.6,19,0
CBA59,318044,1828036,125,13.5,7.1,20.6,1256,5.5,17,0
CBA60,318044,1828036,40,13.5,7.1,20.6,1256,5.1,20,0
CBA61,338565,1820985,145,13.5,6.9,20.8,1223,4.8,19,0
CBA62,343618,1845515,115,13.2,6.5,20.5,1128,4.3,24,0
CBA63,372692,1863992,100,12.9,6.0,20.5,972,5.8,26,0
CBA64,344575,1820974,165,13.5,6.9,20.9,1216,4.7,15,0
CBA65,369660,1846972,95,12.7,6.1,20.0,1068,4.2,16,0
CBA66,361575,1803914,265,12.8,6.4,20.0,1362,5.6,22,0
CBA67,379870,1811899,325,12.5,6.2,19.6,1211,3.7,17,0
CBA68,344553,1808953,200,13.1,6.9,20.3,1296,4.2,20,0
CBA69,343618,1845515,90,13.2,6.5,20.5,1128,3.9,20,0
CBA70,376702,1866989,85,13.0,6.0,20.7,948,3.8,9,0
Cev01,722150,1934075,1520,5.9,-0.8,14.5,2170,4.9,16,0
Cev02,722200,1934175,1490,5.9,-0.8,14.5,2170,4.8,14,0
Cev03,721750,1931850,1490,5.9,-0.8,14.4,2174,4.8,22,0
Cev06,721350,1931475,1450,6.1,-0.7,14.7,2096,4.8,21,0
Cev07,721650,1931850,1470,5.9,-0.8,14.4,2174,4.6,15,0
Cev12,694250,1899475,1290,5.2,-1.4,13.6,1918,4.7,17,0
Cev15,710800,1926475,1070,7.6,0.2,16.5,1619,4.7,19,0
Cev16,718675,1928000,1160,7.6,0.3,16.3,1855,4.7,17,0
Cev17,715450,1928725,1040,7.7,0.3,16.5,1660,5.0,21,0
Cev18,707625,1916775,940,8.4,1.0,17.3,1522,4.9,19,0
Cev19,707350,1917675,980,8.3,1.0,17.2,1483,4.3,15,0
Cev20,711150,1927050,1140,7.9,0.4,16.7,1564,4.8,14,0
Cev21,703475,1944150,1160,6.6,-0.9,15.4,1067,4.5,19,0
Cev22,717925,1927775,1120,7.5,0.3,16.3,1823,4.8,,0
Cev23,708050,1926100,1070,8.6,1.1,17.7,1413,5.0,,0
Cev24,695225,1904925,1140,4.9,-1.9,13.3,1816,4.9,19,0
Cev25,702200,1915375,1060,8.3,1.2,17.0,1410,7.5,11,0
Cev26,701625,1915650,960,8.4,1.2,17.2,1368,7.9,21,0
Cev32,727550,1929050,700,10.8,3.4,19.9,1700,4.9,20,0
Cev33,707875,1916375,930,8.6,1.3,17.6,1506,4.9,21,0
Cev34,720000,1926400,950,8.4,1.0,17.3,1798,4.8,17,0
Cev35,707925,1916225,870,8.6,1.3,17.6,1506,4.9,15,0
Cev36,700700,1916250,800,8.5,1.2,17.2,1337,4.7,16,0
Cev42,700450,1909275,840,6.3,-0.5,14.8,1734,5.9,13,1
Cev44,727425,1925950,500,11.3,3.7,20.4,1609,4.3,15,0
Cev45,727425,1926300,420,11.3,3.7,20.4,1609,5.0,18,0
Cfl02,603661,1732470,720,12.5,6.1,20.5,552,6.6,10,0
Cfl04,593296,1734477,1600,9.5,3.3,17.4,810,8.0,15,0
Cfl05,592556,1734478,1640,9.5,3.3,17.4,810,7.9,20,0
Cfl06,598477,1728460,650,12.3,6.1,20.3,479,6.5,11,0
Cfl07,608844,1733477,500,12.7,6.3,20.6,556,6.1,14,0
Cfl08,611800,1736489,350,13.4,6.9,21.3,543,6.9,12,0
Cfl09,605884,1731469,700,12.0,5.6,19.9,600,6.4,12,0
Cfl10,600700,1727457,800,12.3,6.0,20.3,514,6.6,16,0
Cfl15,592548,1727461,850,11.5,5.3,19.4,466,6.3,12,0
Cfl17,592552,1731471,950,10.1,4.0,18.1,679,6.6,9,0
Cfl19,602920,1734474,520,12.5,6.1,20.6,566,6.2,12,0
Cfl20,602920,1734474,520,12.5,6.1,20.6,566,6.8,13,0
Cfl21,592552,1731471,950,10.1,4.0,18.1,679,6.0,12,0
Cfl22,608107,1730469,650,10.9,4.6,18.7,711,8.1,16,1
Cfl27,619239,1723476,1200,9.9,3.7,17.9,1125,5.0,19,0
Cfl31,613303,1725466,1600,7.4,1.6,15.1,1184,4.5,18,0
Cfl37,611079,1725462,2100,5.9,0.2,13.6,1273,5.0,30,0
Cfl39,605894,1720443,1900,6.3,1.0,13.9,1173,4.5,18,0
Cfl42,606638,1718439,2200,6.1,0.9,13.6,1236,4.5,,0
Cha01,940125,2154875,1460,5.2,-2.9,14.4,1723,7.2,48,0
Cha04,940300,2146175,1820,4.9,-3.2,13.6,1775,3.9,17,0
Cha06,942175,2146625,1360,4.7,-3.5,13.4,1745,4.9,13,0
Cha07,941100,2147575,1670,4.6,-3.5,13.3,1788,5.1,12,0
Cha09,939925,2154600,1340,5.2,-2.9,14.4,1723,7.0,16,0
Cha11,942275,2146775,1380,4.7,-3.5,13.4,1745,6.3,16,0
Cha14,939275,2154475,1260,5.8,-2.8,14.8,1679,7.6,16,0
Cha19,918950,2139050,1170,7.3,-1.4,16.2,1512,6.0,12,0
Cha29,913250,2138225,950,8.6,-0.5,17.8,1317,4.0,21,0
Cha30,913825,2138300,950,8.3,-0.7,17.4,1362,5.0,19,0
Cha31,937100,2151950,1020,6.3,-2.2,15.5,1627,7.0,14,0
Cha33,943050,2154375,1340,5.7,-2.9,14.9,1634,5.6,15,0
Cha34,913600,2138275,940,8.3,-0.7,17.4,1362,4.7,17,0
Cha36,937825,2151275,970,6.3,-2.3,15.4,1625,7.7,15,0
Cha38,914450,2129500,780,9.4,-0.1,18.9,1160,7.7,15,1
Cha39,913350,2137525,920,8.6,-0.5,17.8,1317,4.0,43,0
Cha42,914200,2129675,1000,9.0,-0.4,18.3,1212,7.0,20,0
ChC02,761539,2475309,193,9.7,2.0,17.4,768,8.2,111,0
ChC03,760858,2476181,170,9.6,2.0,17.3,773,8.1,72,0
ChC04,772756,2414517,220,10.4,2.4,18.6,724,8.0,124,0
ChC06,761222,2476191,170,9.6,2.0,17.3,773,8.0,72,1
ChC11,733391,2422379,210,10.4,2.1,18.9,730,6.1,13,1
ChH01,693750,2316500,120,10.7,2.8,19.0,665,3.9,21,0
ChH02,746379,2353758,175,10.1,2.4,18.1,710,4.6,17,0
ChH03,756271,2368373,145,9.9,2.3,18.0,747,3.8,19,0
ChH04,792349,2419593,190,10.1,2.1,18.2,939,3.9,18,0
ChH05,755021,2368125,154,10.0,2.3,18.0,745,4.0,17,0
ChH06,792349,2419593,197,10.1,2.1,18.2,939,4.3,16,0
ChH07,752269,2367378,161,10.0,2.3,18.0,743,4.5,16,0
ChH08,792349,2419593,204,10.1,2.1,18.2,939,5.3,13,0
ChH09,792349,2419593,126,10.1,2.1,18.2,939,4.8,13,0
ChH10,792349,2419593,200,10.1,2.1,18.2,939,4.5,16,0
ChH11,756271,2368373,143,9.9,2.3,18.0,747,5.6,14,0
ChH12,791600,2420594,190,10.0,2.1,18.2,935,4.5,11,0
ChH13,639519,2412721,175,10.5,2.8,18.3,702,5.7,15,0
ChH14,792349,2419593,195,10.1,2.1,18.2,939,5.8,11,1
ChH15,792349,2419593,190,10.1,2.1,18.2,939,5.1,12,1
ChH16,752269,2367378,140,10.0,2.3,18.0,743,6.1,12,1
ChH17,741388,2362514,125,10.2,2.5,18.4,673,5.8,12,0
ChH18,792349,2419593,180,10.1,2.1,18.2,939,6.4,11,0
ChH19,792349,2419593,178,10.1,2.1,18.2,939,5.8,11,1
ChH20,744140,2364511,117,10.1,2.5,18.3,685,6.9,11,0
ChH21,746005,2354384,175,10.1,2.4,18.1,710,4.1,18,0
ChH22,746005,2354384,178,10.1,2.4,18.1,710,4.0,22,0
ChH23,746005,2354384,160,10.1,2.4,18.1,710,4.2,22,0
ChH24,795597,2417587,170,9.9,2.1,18.0,1007,3.9,26,0
ChH25,795597,2417587,165,9.9,2.1,18.0,1007,3.7,32,0
ChH26,795597,2417587,190,9.9,2.1,18.0,1007,4.1,24,0
ChH27,791600,2420594,170,10.0,2.1,18.2,935,4.0,11,0
ChH28,795597,2417587,217,9.9,2.1,18.0,1007,4.4,14,0
ChH29,752395,2367628,150,10.0,2.3,18.0,738,4.2,18,0
ChH30,791600,2420594,160,10.0,2.1,18.2,935,5.1,16,0
ChH31,795597,2417587,200,9.9,2.1,18.0,1007,5.2,14,0
ChH32,767566,2403619,128,10.2,2.3,18.5,708,7.8,11,1
ChH33,745517,2365635,117,10.1,2.4,18.2,702,6.5,12,1
ChH34,596499,2373464,116,10.4,2.8,18.4,599,5.8,13,0
ChH35,745517,2365635,123,10.1,2.4,18.2,702,6.1,14,0
ChH36,745517,2365635,114,10.1,2.4,18.2,702,5.0,4,1
ChH37,774191,2401610,135,10.3,2.3,18.5,752,4.4,13,0
ChH38,773691,2401735,131,10.3,2.3,18.5,752,4.8,16,1
ChH39,596499,2373464,117,10.4,2.8,18.4,599,5.0,11,1
ChH40,773817,2402110,121,10.3,2.3,18.5,752,6.4,12,1
ChH41,773317,2402111,114,10.3,2.3,18.5,746,6.5,12,1
ChH42,596499,2373464,114,10.4,2.8,18.4,599,6.5,13,0
ChH43,767566,2403619,116,10.2,2.3,18.5,708,6.5,10,1
ChH44,762537,2380868,145,10.1,2.3,18.3,720,5.4,14,1
ChH45,760034,2378621,180,10.0,2.2,18.2,721,5.3,11,1
ChH46,760784,2378370,133,10.0,2.2,18.2,720,6.4,12,1
ChH47,767034,2377612,131,10.1,2.3,18.3,731,5.5,13,1
ChH48,760536,2380620,127,10.0,2.3,18.2,722,7.8,12,1
ChH49,762537,2380868,145,10.1,2.3,18.3,720,6.8,14,1
ChH50,616754,2380215,124,10.5,2.8,18.6,650,6.2,15,1
ChH51,616754,2380215,121,10.5,2.8,18.6,650,7.9,11,1
ChH52,616754,2380215,122,10.5,2.8,18.6,650,7.7,11,0
ChH53,693750,2316500,120,10.7,2.8,19.0,665,3.9,21,0
ChH54,746379,2353883,175,10.1,2.4,18.1,710,4.6,17,0
ChH55,702000,2327500,177,10.4,2.6,18.7,698,4.3,15,0
ChH56,792344,2416466,200,10.1,2.2,18.3,942,4.5,16,0
ChH57,702500,2320000,194,10.4,2.6,18.6,710,5.8,14,0
ChH58,684500,2307750,160,10.5,2.7,18.8,664,4.5,17,0
ChH59,683625,2310875,160,10.5,2.7,18.8,666,5.8,12,0
ChH60,686375,2318375,125,10.6,2.8,19.0,661,3.9,13,0
ChH61,703000,2329000,102,10.4,2.6,18.7,691,3.9,29,0
ChH62,686375,2317250,160,10.7,2.8,19.0,659,4.1,21,0
ChH63,699750,2317250,233,10.3,2.6,18.5,727,4.0,20,0
ChH64,702000,2327500,133,10.4,2.6,18.7,698,4.2,22,0
ChH65,702000,2327500,145,10.4,2.6,18.7,698,4.0,20,0
ChH66,686000,2317750,143,10.6,2.8,19.0,661,4.2,16,0
ChH67,702000,2327500,115,10.4,2.6,18.7,698,4.0,20,0
ChH68,683250,2310750,165,10.5,2.7,18.7,680,5.3,13,0
ChH69,703000,2329000,102,10.4,2.6,18.7,691,4.6,12,0
ChH70,683250,2310750,160,10.5,2.7,18.7,680,5.8,12,0
ChH71,758186,2507586,110,10.0,2.0,18.3,804,4.4,18,0
ChH72,758437,2508211,140,10.0,2.0,18.3,804,5.0,14,0
ChH73,743181,2518741,163,9.6,1.7,17.9,897,4.8,13,0
ChH74,744931,2516987,125,9.9,1.8,18.3,866,5.1,13,0
ChH75,760439,2508209,148,10.0,1.9,18.2,834,5.7,11,0
ChH76,743181,2518741,168,9.6,1.7,17.9,897,5.8,15,0
ChH77,760439,2508209,145,10.0,1.9,18.2,834,5.4,12,0
ChH78,758437,2508211,121,10.0,2.0,18.3,804,5.9,12,1
ChH79,744931,2516987,127,9.9,1.8,18.3,866,5.8,13,0
ChH80,747925,2508223,90,10.0,2.0,18.3,779,5.8,13,1
ChH81,744681,2516987,8,9.9,1.8,18.3,866,7.7,12,1
ChH82,748300,2508348,90,10.0,2.0,18.3,779,6.5,12,1
ChH83,758187,2508712,125,10.0,1.9,18.2,828,6.7,12,0
ChL07,525562,2071875,350,10.6,3.6,19.0,954,6.1,11,0
ChL08,540990,2025943,250,10.4,3.4,18.6,1154,6.3,13,0
ChL10,497500,2098500,215,11.7,4.2,19.4,911,5.6,11,0
ChL13,538500,2036500,320,10.1,3.0,18.6,1084,5.1,11,0
ChL14,496250,2073000,390,10.4,3.1,18.0,1150,5.0,15,0
ChL15,540312,2092187,390,10.3,3.1,18.2,973,4.9,13,0
ChL16,514500,2097500,380,10.5,3.2,18.4,1043,4.1,17,0
ChL17,523997,2043953,330,9.9,2.6,18.0,1151,4.8,26,0
ChL18,506000,2095000,320,11.4,3.9,19.2,984,4.4,15,0
ChL22,533000,2079000,440,10.3,3.3,18.6,1008,4.5,24,0
ChL26,496250,2073000,400,10.4,3.1,18.0,1150,4.0,22,0
ChL27,534683,2040948,280,10.5,3.1,18.9,1016,4.9,18,0
ChL32,498750,2105750,280,11.3,3.8,18.8,906,3.9,23,0
ChS01,675399,2364393,140,10.5,2.9,18.5,689,8.0,12,1
ChS02,685211,2374339,155,10.3,2.6,18.2,692,7.9,11,1
ChS03,675464,2364494,155,10.5,2.9,18.5,689,7.2,19,1
ChS04,675065,2364388,155,10.5,2.9,18.5,689,5.3,18,0
ChS05,696017,2362293,175,10.1,2.6,18.1,697,5.9,18,0
ChS06,681213,2369176,195,10.1,2.6,18.2,702,5.3,16,0
ChS07,675132,2364389,145,10.5,2.9,18.5,689,4.4,16,0
ChS08,677108,2356406,205,10.4,2.9,18.4,706,4.2,15,0
ChS09,677235,2356909,185,10.4,2.8,18.4,712,3.9,24,0
ChS10,675530,2364595,165,10.4,2.8,18.4,693,5.3,21,1
ChS11,676758,2362708,175,10.4,2.8,18.3,698,5.7,17,1
ChS12,674342,2363378,190,10.5,2.9,18.5,692,4.4,23,0
ChS13,674480,2363079,185,10.5,2.9,18.5,692,4.0,20,0
ChS14,674409,2363379,190,10.5,2.9,18.5,692,4.2,29,0
ChS15,669013,2367517,125,10.5,2.9,18.5,689,7.8,12,1
ChS16,682282,2335856,160,10.1,2.5,18.2,767,7.4,11,1
ChS17,675331,2364492,130,10.5,2.9,18.5,689,6.4,11,1
ChS18,685143,2342303,225,10.0,2.4,18.0,805,4.7,17,0
ChS19,704641,2362341,125,10.0,2.4,18.1,697,7.5,15,0
ChS20,700470,2359965,120,10.0,2.6,18.1,699,6.8,12,0
ChS21,674841,2366187,90,10.4,2.8,18.4,696,7.9,10,0
ChS22,672706,2365960,85,10.5,2.8,18.4,702,8.0,9,0
Chx01,856430,2237860,,10.1,1.3,18.9,1027,4.4,16,0
Chx02,857980,2238780,,10.1,1.3,18.9,1036,4.3,15,0
Chx03,844650,2233600,,10.3,1.4,19.2,991,4.5,16,0
Chx04,855100,2238800,,10.1,1.3,19.0,1019,4.5,16,0
Chx05,855100,2238850,,10.1,1.3,19.0,1019,4.5,14,0
Chx06,844750,2233920,,10.3,1.4,19.2,991,4.5,17,0
Chx07,844600,2233650,,10.3,1.4,19.2,991,4.6,17,0
Chx08,843670,2235800,,10.3,1.4,19.2,981,4.6,16,0
Chx10,843560,2236020,,10.3,1.4,19.2,981,4.7,14,0
Chx12,848250,2232530,,10.3,1.4,19.2,1001,4.7,16,0
Chx13,846750,2232920,,10.3,1.4,19.1,999,5.3,12,0
Chx16,855120,2239080,,10.1,1.3,19.0,1019,4.6,14,0
Chx17,848100,2232680,,10.3,1.4,19.2,1001,4.5,17,0
Chx21,848080,2232720,,10.3,1.4,19.2,1001,4.4,14,0
Chx22,848020,2232780,,10.3,1.4,19.2,1001,4.4,13,0
Chx23,859350,2241300,,10.1,1.2,18.9,1041,4.7,16,0
Chx24,850400,2242150,,10.1,1.4,19.0,981,4.9,14,0
Chx25,848200,2232820,,10.3,1.4,19.2,1001,5.0,11,0
Chx27,851800,2232020,,10.3,1.5,19.2,1012,4.7,14,0
Chx28,848180,2232550,,10.3,1.4,19.2,1001,4.2,14,0
Chx29,856200,2238000,,10.1,1.3,18.9,1027,4.7,14,0
Chx30,859930,2240540,,10.0,1.2,18.9,1050,4.6,14,0
Chx31,859300,2240700,,10.1,1.2,18.9,1041,4.8,15,0
Chx32,859300,2241725,,10.0,1.3,18.9,1037,5.3,11,0
Chx33,855810,2240850,,10.1,1.3,18.9,1016,6.0,11,0
Chx34,858080,2240950,,10.1,1.3,18.9,1032,5.0,13,0
Chx35,846500,2232900,,10.3,1.4,19.2,995,3.7,28,0
Chx36,846500,2232900,,10.3,1.4,19.2,995,4.2,18,0
Chx37,846420,2232870,,10.3,1.4,19.2,995,4.6,13,0
Chx38,848770,2242080,,10.1,1.4,19.0,979,4.9,14,0
Chx39,843200,2236400,,10.3,1.4,19.2,976,4.7,12,1
